Country,Year,Attack_Type,Target_Industry,Financial_Loss_Million,Affected_Users,Attack_Source,Vulnerability_Type,Defense_Mechanism,Resolution_Time_Hours,Resolution_Speed,Severity_Level,Attack_Impact_Score,Cyber_Risk_Score,Damage_Category,User_Impact_Category,Year_Group,Defense_Effectiveness
Germany,2023,Malware,Telecommunications,3.86,51176,Unknown,"Social Engineering",Encryption,61,Slow,Low,14.28,13.95,"Minor Loss",Low,2021-2024,"Needs Improvement"
Germany,2016,"SQL Injection",IT,34.35,918452,Unknown,"Weak Passwords","AI-based Detection",16,Moderate,Medium,23.13,20.61,"Moderate Loss",Massive,2015-2017,"Highly Effective"
Germany,2023,Ransomware,Healthcare,84.92,152814,Nation-state,"Social Engineering","AI-based Detection",33,Moderate,Critical,49.52,41.18,"Extreme Loss",Low,2021-2024,"Moderately Effective"
USA,2017,Man-in-the-Middle,Retail,74.57,502149,"Hacker Group","Weak Passwords","AI-based Detection",29,Moderate,High,44.59,37.64,"Major Loss",High,2015-2017,"Moderately Effective"
USA,2019,Ransomware,Healthcare,89.81,46960,Nation-state,Zero-day,"AI-based Detection",16,Moderate,Critical,48.25,39.31,"Extreme Loss",Low,2018-2020,"Highly Effective"
Brazil,2017,"SQL Injection",Government,40.66,651335,Insider,"Weak Passwords",Encryption,21,Moderate,Medium,26.48,23.07,"Moderate Loss",High,2015-2017,"Highly Effective"
Brazil,2018,DDoS,Telecommunications,69.83,587034,"Hacker Group","Weak Passwords","AI-based Detection",35,Moderate,High,43.68,37.28,"Major Loss",High,2018-2020,"Moderately Effective"
France,2015,Man-in-the-Middle,Healthcare,79.58,856278,"Hacker Group",Zero-day,Firewall,71,Slow,Critical,56.56,49.46,"Major Loss",Massive,2015-2017,"Needs Improvement"
China,2022,DDoS,Banking,79.07,880586,"Hacker Group","Unpatched Software",VPN,56,Slow,Critical,53.38,46.35,"Major Loss",Massive,2021-2024,"Needs Improvement"
USA,2019,DDoS,Government,81.56,78873,"Hacker Group","Weak Passwords",Encryption,27,Moderate,Critical,46.42,38.34,"Extreme Loss",Low,2018-2020,"Moderately Effective"
Australia,2017,DDoS,Banking,62.81,810106,"Hacker Group","Weak Passwords",Encryption,66,Slow,High,47.04,41.56,"Major Loss",Massive,2015-2017,"Needs Improvement"
Germany,2021,DDoS,Government,28.71,937384,"Hacker Group","Unpatched Software",Encryption,67,Slow,Medium,30.57,28.63,"Moderate Loss",Massive,2021-2024,"Needs Improvement"
Japan,2023,Man-in-the-Middle,Retail,36.68,231307,Unknown,Zero-day,Encryption,4,Fast,Medium,19.83,16.40,"Moderate Loss",Medium,2021-2024,"Highly Effective"
China,2016,DDoS,IT,71.75,816710,"Hacker Group","Weak Passwords",VPN,60,Slow,High,50.33,43.97,"Major Loss",Massive,2015-2017,"Needs Improvement"
USA,2019,Man-in-the-Middle,Telecommunications,17.21,896828,Unknown,"Weak Passwords",Firewall,33,Moderate,Low,17.90,17.07,"Minor Loss",Massive,2018-2020,"Moderately Effective"
UK,2016,DDoS,Telecommunications,48.47,937466,"Hacker Group","Social Engineering","AI-based Detection",28,Moderate,Medium,32.65,28.74,"Moderate Loss",Massive,2015-2017,"Moderately Effective"
China,2020,DDoS,Banking,11.72,81518,Nation-state,"Social Engineering",VPN,47,Slow,Low,15.50,14.41,"Minor Loss",Low,2018-2020,"Moderately Effective"
Brazil,2015,Malware,IT,1.35,371048,"Hacker Group",Zero-day,VPN,56,Slow,Low,12.99,13.22,"Minor Loss",Medium,2015-2017,"Needs Improvement"
USA,2019,Phishing,IT,20.13,25946,"Hacker Group","Weak Passwords","AI-based Detection",68,Slow,Low,23.74,21.76,"Minor Loss",Low,2018-2020,"Needs Improvement"
France,2017,Man-in-the-Middle,Education,14.99,942088,Insider,Zero-day,"AI-based Detection",46,Slow,Low,19.52,18.96,"Minor Loss",Massive,2015-2017,"Moderately Effective"
Japan,2015,Malware,Telecommunications,28.80,915532,Insider,Zero-day,Encryption,68,Slow,Medium,30.75,28.78,"Moderate Loss",Massive,2015-2017,"Needs Improvement"
USA,2018,"SQL Injection",Government,99.49,755576,Insider,"Weak Passwords","AI-based Detection",23,Moderate,Critical,56.61,47.42,"Extreme Loss",High,2018-2020,"Highly Effective"
Brazil,2018,Malware,Education,6.30,661644,Insider,"Social Engineering","AI-based Detection",29,Moderate,Low,10.93,10.97,"Minor Loss",High,2018-2020,"Moderately Effective"
UK,2019,DDoS,Telecommunications,95.75,168951,Insider,"Social Engineering",VPN,13,Moderate,Critical,50.98,41.58,"Extreme Loss",Low,2018-2020,"Highly Effective"
Russia,2022,Man-in-the-Middle,IT,49.87,816398,Insider,"Social Engineering",Encryption,39,Slow,Medium,35.18,31.01,"Moderate Loss",Massive,2021-2024,"Moderately Effective"
India,2017,DDoS,Education,83.49,79933,"Hacker Group",Zero-day,"AI-based Detection",23,Moderate,Critical,46.58,38.32,"Extreme Loss",Low,2015-2017,"Highly Effective"
USA,2019,Malware,Government,83.84,506149,Nation-state,"Social Engineering",Encryption,35,Moderate,Critical,50.44,42.56,"Extreme Loss",High,2018-2020,"Moderately Effective"
Japan,2021,Phishing,Retail,81.26,245015,Nation-state,Zero-day,Firewall,41,Slow,Critical,49.57,41.68,"Extreme Loss",Medium,2021-2024,"Moderately Effective"
Japan,2017,"SQL Injection",Banking,66.81,966993,"Hacker Group","Social Engineering",VPN,64,Slow,High,49.11,43.39,"Major Loss",Massive,2015-2017,"Needs Improvement"
Australia,2016,Malware,Education,88.87,235062,Nation-state,"Weak Passwords",Firewall,32,Moderate,Critical,51.54,42.89,"Extreme Loss",Medium,2015-2017,"Moderately Effective"
Brazil,2022,Phishing,Healthcare,75.08,132520,Unknown,Zero-day,Antivirus,56,Slow,Critical,49.14,41.76,"Major Loss",Low,2021-2024,"Needs Improvement"
Germany,2016,"SQL Injection",Retail,56.57,869605,Unknown,"Social Engineering",VPN,51,Slow,High,41.09,36.31,"Major Loss",Massive,2015-2017,"Needs Improvement"
USA,2017,Phishing,Banking,96.27,637264,"Hacker Group","Unpatched Software","AI-based Detection",11,Fast,Critical,52.25,43.26,"Extreme Loss",High,2015-2017,"Highly Effective"
Russia,2021,DDoS,Banking,45.60,759356,Insider,"Social Engineering",VPN,1,Fast,Medium,25.28,21.48,"Moderate Loss",High,2021-2024,"Highly Effective"
Brazil,2021,DDoS,Education,69.37,666096,"Hacker Group",Zero-day,Encryption,9,Fast,High,38.48,32.21,"Major Loss",High,2021-2024,"Highly Effective"
India,2021,"SQL Injection",Telecommunications,68.91,851981,Nation-state,Zero-day,"AI-based Detection",57,Slow,High,48.41,42.37,"Major Loss",Massive,2021-2024,"Needs Improvement"
Australia,2024,Phishing,Banking,14.97,214740,Nation-state,"Unpatched Software",Encryption,57,Slow,Low,19.53,18.25,"Minor Loss",Medium,2021-2024,"Needs Improvement"
Brazil,2016,Phishing,Government,35.94,372653,"Hacker Group","Weak Passwords",VPN,60,Slow,Medium,31.09,27.87,"Moderate Loss",Medium,2015-2017,"Needs Improvement"
India,2024,Phishing,Banking,64.23,903871,Nation-state,"Unpatched Software",Encryption,17,Moderate,High,38.23,32.71,"Major Loss",Massive,2021-2024,"Highly Effective"
India,2015,Malware,Education,64.29,924049,Nation-state,"Social Engineering",VPN,5,Fast,High,35.92,30.41,"Major Loss",Massive,2015-2017,"Highly Effective"
Australia,2020,Malware,Government,98.05,193983,Nation-state,Zero-day,Antivirus,31,Moderate,Critical,55.81,46.20,"Extreme Loss",Low,2018-2020,"Moderately Effective"
Russia,2021,Ransomware,Telecommunications,11.04,904330,Nation-state,"Weak Passwords",VPN,49,Slow,Low,18.03,17.83,"Minor Loss",Massive,2021-2024,"Needs Improvement"
India,2018,"SQL Injection",Education,52.05,874254,Nation-state,Zero-day,Antivirus,11,Fast,High,30.85,26.52,"Major Loss",Massive,2018-2020,"Highly Effective"
Germany,2020,Man-in-the-Middle,Healthcare,28.81,691190,Nation-state,"Unpatched Software",Firewall,27,Moderate,Medium,21.88,19.69,"Moderate Loss",High,2018-2020,"Moderately Effective"
China,2024,DDoS,IT,61.42,412245,Nation-state,"Social Engineering",Encryption,48,Slow,High,41.55,35.82,"Major Loss",Medium,2021-2024,"Moderately Effective"
France,2021,Man-in-the-Middle,Healthcare,53.77,302180,Insider,"Weak Passwords","AI-based Detection",11,Fast,High,29.99,24.92,"Major Loss",Medium,2021-2024,"Highly Effective"
USA,2016,Ransomware,Government,8.21,537592,Nation-state,"Social Engineering",Antivirus,11,Fast,Low,7.92,7.63,"Minor Loss",High,2015-2017,"Highly Effective"
Brazil,2022,"SQL Injection",Retail,25.85,632061,Nation-state,Zero-day,Antivirus,2,Fast,Medium,15.22,13.27,"Moderate Loss",High,2021-2024,"Highly Effective"
Brazil,2015,DDoS,Retail,67.52,224815,Nation-state,"Social Engineering",Firewall,32,Moderate,High,40.83,34.31,"Major Loss",Medium,2015-2017,"Moderately Effective"
India,2022,DDoS,IT,23.91,169310,Unknown,"Weak Passwords",Encryption,36,Moderate,Low,19.66,17.44,"Minor Loss",Low,2021-2024,"Moderately Effective"
Japan,2023,Man-in-the-Middle,Telecommunications,86.98,635827,Nation-state,"Social Engineering",Encryption,72,Slow,Critical,59.80,51.74,"Extreme Loss",High,2021-2024,"Needs Improvement"
UK,2022,Ransomware,IT,63.67,560021,Unknown,Zero-day,Encryption,43,Slow,High,42.12,36.31,"Major Loss",High,2021-2024,"Moderately Effective"
Japan,2021,Man-in-the-Middle,Government,61.03,768506,Nation-state,Zero-day,"AI-based Detection",11,Fast,High,35.02,29.69,"Major Loss",High,2021-2024,"Highly Effective"
Australia,2018,Phishing,Healthcare,39.94,755469,"Hacker Group","Social Engineering",Antivirus,58,Slow,Medium,33.84,30.60,"Moderate Loss",High,2018-2020,"Needs Improvement"
India,2022,Ransomware,Retail,74.05,205336,"Hacker Group","Social Engineering","AI-based Detection",2,Fast,High,38.04,30.84,"Major Loss",Medium,2021-2024,"Highly Effective"
France,2020,DDoS,IT,7.52,957779,Nation-state,"Social Engineering",Encryption,17,Moderate,Low,10.03,10.24,"Minor Loss",Massive,2018-2020,"Highly Effective"
UK,2017,Malware,Education,29.47,85644,"Hacker Group","Social Engineering","AI-based Detection",3,Fast,Medium,15.59,12.73,"Moderate Loss",Low,2015-2017,"Highly Effective"
France,2019,Man-in-the-Middle,Telecommunications,75.99,561713,Insider,"Unpatched Software",Firewall,31,Moderate,Critical,45.88,38.84,"Major Loss",High,2018-2020,"Moderately Effective"
Germany,2017,Phishing,Healthcare,53.57,287762,Insider,"Weak Passwords",Encryption,13,Moderate,High,30.25,25.18,"Major Loss",Medium,2015-2017,"Highly Effective"
India,2015,Phishing,Healthcare,76.08,471550,Unknown,Zero-day,VPN,5,Fast,Critical,40.45,33.32,"Major Loss",Medium,2015-2017,"Highly Effective"
Japan,2018,"SQL Injection",IT,69.19,33209,Insider,"Unpatched Software","AI-based Detection",66,Slow,High,47.89,41.01,"Major Loss",Low,2018-2020,"Needs Improvement"
China,2017,Phishing,Retail,45.83,395251,Unknown,"Unpatched Software",Encryption,33,Moderate,Medium,30.70,26.51,"Moderate Loss",Medium,2015-2017,"Moderately Effective"
Germany,2019,DDoS,IT,14.77,491791,"Hacker Group",Zero-day,Encryption,66,Slow,Low,22.06,21.08,"Minor Loss",Medium,2018-2020,"Needs Improvement"
Australia,2016,Phishing,Healthcare,53.81,279874,"Hacker Group","Unpatched Software","AI-based Detection",66,Slow,High,40.94,35.84,"Major Loss",Medium,2015-2017,"Needs Improvement"
France,2019,Malware,IT,71.94,881326,Insider,"Unpatched Software",Firewall,43,Slow,High,47.21,40.90,"Major Loss",Massive,2018-2020,"Moderately Effective"
UK,2023,DDoS,IT,68.86,749700,Nation-state,Zero-day,"AI-based Detection",35,Moderate,High,43.68,37.54,"Major Loss",High,2021-2024,"Moderately Effective"
UK,2022,Phishing,Government,97.56,722445,Nation-state,"Weak Passwords",Firewall,10,Fast,Critical,52.95,43.91,"Extreme Loss",High,2021-2024,"Highly Effective"
USA,2023,Ransomware,Government,84.13,695841,Nation-state,Zero-day,"AI-based Detection",21,Moderate,Critical,48.35,40.64,"Extreme Loss",High,2021-2024,"Highly Effective"
USA,2020,"SQL Injection",Government,40.95,803757,"Hacker Group","Social Engineering",Firewall,33,Moderate,Medium,29.49,26.20,"Moderate Loss",Massive,2018-2020,"Moderately Effective"
Japan,2022,DDoS,IT,20.16,174510,Insider,Zero-day,"AI-based Detection",60,Slow,Low,22.60,20.76,"Minor Loss",Low,2021-2024,"Needs Improvement"
Germany,2022,"SQL Injection",Retail,11.51,857660,"Hacker Group",Zero-day,VPN,37,Slow,Low,15.73,15.43,"Minor Loss",Massive,2021-2024,"Moderately Effective"
UK,2020,"SQL Injection",Banking,47.67,729265,Unknown,Zero-day,Firewall,42,Slow,Medium,34.42,30.39,"Moderate Loss",High,2018-2020,"Moderately Effective"
India,2023,Phishing,Retail,38.89,836604,"Hacker Group","Unpatched Software","AI-based Detection",44,Slow,Medium,30.75,27.70,"Moderate Loss",Massive,2021-2024,"Moderately Effective"
China,2016,Malware,Government,91.69,885843,Insider,"Unpatched Software","AI-based Detection",46,Slow,Critical,57.70,49.42,"Extreme Loss",Massive,2015-2017,"Moderately Effective"
France,2015,Man-in-the-Middle,Education,17.94,808798,Unknown,"Social Engineering",Encryption,60,Slow,Low,23.40,22.41,"Minor Loss",Massive,2015-2017,"Needs Improvement"
Russia,2018,Man-in-the-Middle,Telecommunications,30.50,401208,"Hacker Group","Unpatched Software",VPN,10,Fast,Medium,18.45,15.80,"Moderate Loss",Medium,2018-2020,"Highly Effective"
Japan,2021,Ransomware,Healthcare,77.33,380970,Nation-state,"Weak Passwords",Encryption,44,Slow,Critical,48.61,41.26,"Major Loss",Medium,2021-2024,"Moderately Effective"
USA,2021,Phishing,Healthcare,70.03,248437,"Hacker Group","Social Engineering",Encryption,70,Slow,High,49.76,43.01,"Major Loss",Medium,2021-2024,"Needs Improvement"
Australia,2024,"SQL Injection",Retail,66.49,709125,"Hacker Group","Weak Passwords","AI-based Detection",37,Slow,High,42.77,36.83,"Major Loss",High,2021-2024,"Moderately Effective"
Japan,2018,Malware,Education,5.33,656250,"Hacker Group","Social Engineering",Firewall,67,Slow,Low,18.03,18.16,"Minor Loss",High,2018-2020,"Needs Improvement"
India,2020,Ransomware,Healthcare,10.46,32616,Unknown,"Unpatched Software",Firewall,63,Slow,Low,17.93,16.91,"Minor Loss",Low,2018-2020,"Needs Improvement"
Australia,2017,Phishing,Healthcare,39.30,290846,Unknown,"Weak Passwords",Firewall,3,Fast,Medium,21.12,17.48,"Moderate Loss",Medium,2015-2017,"Highly Effective"
India,2023,DDoS,Banking,23.83,557428,Insider,"Unpatched Software",VPN,38,Slow,Low,21.19,19.36,"Minor Loss",High,2021-2024,"Moderately Effective"
Japan,2015,DDoS,Banking,59.13,182440,Insider,Zero-day,Firewall,8,Fast,High,31.71,25.98,"Major Loss",Low,2015-2017,"Highly Effective"
Australia,2021,DDoS,Government,30.24,292383,Insider,"Social Engineering",Encryption,71,Slow,Medium,30.20,27.47,"Moderate Loss",Medium,2021-2024,"Needs Improvement"
France,2017,DDoS,Government,86.82,99728,Nation-state,"Unpatched Software",VPN,44,Slow,Critical,52.51,43.93,"Extreme Loss",Low,2015-2017,"Moderately Effective"
USA,2015,DDoS,IT,66.39,365006,Insider,"Weak Passwords",VPN,47,Slow,High,43.69,37.42,"Major Loss",Medium,2015-2017,"Moderately Effective"
Russia,2019,Ransomware,Telecommunications,61.11,605427,Nation-state,Zero-day,Encryption,33,Moderate,High,38.97,33.47,"Major Loss",High,2018-2020,"Moderately Effective"
USA,2022,Malware,Retail,7.65,864358,"Hacker Group","Unpatched Software",VPN,11,Fast,Low,8.62,8.72,"Minor Loss",Massive,2021-2024,"Highly Effective"
USA,2016,Ransomware,Retail,9.82,610968,Unknown,"Unpatched Software",Antivirus,26,Moderate,Low,11.94,11.57,"Minor Loss",High,2015-2017,"Moderately Effective"
China,2016,DDoS,IT,67.28,413150,"Hacker Group","Social Engineering",Firewall,27,Moderate,High,40.28,33.96,"Major Loss",Medium,2015-2017,"Moderately Effective"
USA,2017,Malware,Education,13.14,681956,Nation-state,"Social Engineering",Antivirus,35,Moderate,Low,15.62,14.98,"Minor Loss",High,2015-2017,"Moderately Effective"
Australia,2016,Man-in-the-Middle,IT,84.46,94162,Unknown,"Weak Passwords",Firewall,15,Moderate,Critical,45.51,37.16,"Extreme Loss",Low,2015-2017,"Highly Effective"
France,2023,Man-in-the-Middle,Retail,9.43,565002,"Hacker Group","Unpatched Software",Firewall,72,Slow,Low,20.81,20.43,"Minor Loss",High,2021-2024,"Needs Improvement"
France,2017,Phishing,Retail,90.69,275185,Nation-state,Zero-day,Encryption,20,Moderate,Critical,50.17,41.38,"Extreme Loss",Medium,2015-2017,"Highly Effective"
Russia,2021,DDoS,Retail,37.47,476758,"Hacker Group","Unpatched Software","AI-based Detection",19,Moderate,Medium,23.97,20.70,"Moderate Loss",Medium,2021-2024,"Highly Effective"
USA,2024,"SQL Injection",Banking,7.20,312607,"Hacker Group","Weak Passwords",Antivirus,24,Moderate,Low,9.34,8.93,"Minor Loss",Medium,2021-2024,"Highly Effective"
Russia,2017,Phishing,Banking,94.15,963192,"Hacker Group","Weak Passwords",VPN,7,Fast,Critical,51.36,42.91,"Extreme Loss",Massive,2015-2017,"Highly Effective"
Australia,2015,Malware,Healthcare,42.15,680874,Unknown,Zero-day,Antivirus,8,Fast,Medium,24.72,21.18,"Moderate Loss",High,2015-2017,"Highly Effective"
France,2018,DDoS,Government,15.71,904770,"Hacker Group","Social Engineering",Antivirus,4,Fast,Low,11.37,10.70,"Minor Loss",Massive,2018-2020,"Highly Effective"
USA,2022,"SQL Injection",Government,98.46,429452,"Hacker Group","Weak Passwords",Antivirus,6,Fast,Critical,51.72,42.30,"Extreme Loss",Medium,2021-2024,"Highly Effective"
USA,2018,Ransomware,Healthcare,51.71,858128,"Hacker Group","Social Engineering",Antivirus,35,Moderate,High,35.43,31.12,"Major Loss",Massive,2018-2020,"Moderately Effective"
China,2021,Malware,Education,42.26,615849,Nation-state,"Unpatched Software",Encryption,44,Slow,Medium,31.78,28.17,"Moderate Loss",High,2021-2024,"Moderately Effective"
UK,2019,Phishing,Education,99.45,467349,Nation-state,Zero-day,Firewall,44,Slow,Critical,59.93,50.45,"Extreme Loss",Medium,2018-2020,"Moderately Effective"
France,2021,"SQL Injection",Retail,63.74,235418,Nation-state,"Weak Passwords",Encryption,28,Moderate,High,38.18,32.04,"Major Loss",Medium,2021-2024,"Moderately Effective"
Australia,2017,"SQL Injection",IT,5.05,823606,Insider,"Weak Passwords",Encryption,25,Moderate,Low,10.00,10.31,"Minor Loss",Massive,2015-2017,"Moderately Effective"
China,2020,"SQL Injection",IT,89.38,923489,Nation-state,"Unpatched Software",Firewall,66,Slow,Critical,60.66,52.65,"Extreme Loss",Massive,2018-2020,"Needs Improvement"
USA,2024,Phishing,IT,58.57,630793,"Hacker Group","Social Engineering","AI-based Detection",64,Slow,High,43.98,38.75,"Major Loss",High,2021-2024,"Needs Improvement"
France,2015,"SQL Injection",Education,65.83,691903,Unknown,Zero-day,VPN,54,Slow,High,45.79,39.90,"Major Loss",High,2015-2017,"Needs Improvement"
UK,2019,Phishing,Government,79.79,133632,"Hacker Group","Weak Passwords",Firewall,8,Fast,Critical,41.90,34.05,"Major Loss",Low,2018-2020,"Highly Effective"
Australia,2017,Phishing,Banking,90.50,42278,Insider,"Weak Passwords","AI-based Detection",45,Slow,Critical,54.38,45.37,"Extreme Loss",Low,2015-2017,"Moderately Effective"
Germany,2016,Phishing,IT,2.10,176471,Unknown,Zero-day,VPN,9,Fast,Low,3.38,3.35,"Minor Loss",Low,2015-2017,"Highly Effective"
India,2015,"SQL Injection",Telecommunications,63.72,916516,"Hacker Group","Social Engineering",Encryption,68,Slow,High,48.21,42.75,"Major Loss",Massive,2015-2017,"Needs Improvement"
Japan,2023,"SQL Injection",Government,87.80,510002,"Hacker Group","Social Engineering",Firewall,62,Slow,Critical,57.83,49.56,"Extreme Loss",High,2021-2024,"Needs Improvement"
UK,2015,Malware,IT,82.45,435994,Nation-state,"Unpatched Software",Encryption,51,Slow,Critical,52.73,44.92,"Extreme Loss",Medium,2015-2017,"Needs Improvement"
India,2016,Ransomware,IT,66.19,537670,"Hacker Group","Unpatched Software",Encryption,55,Slow,High,45.71,39.63,"Major Loss",High,2015-2017,"Needs Improvement"
Russia,2022,Malware,Banking,39.62,850339,"Hacker Group","Social Engineering",Firewall,50,Slow,Medium,32.36,29.25,"Moderate Loss",Massive,2021-2024,"Needs Improvement"
Japan,2021,DDoS,Government,35.46,937562,Unknown,Zero-day,Firewall,10,Fast,Medium,22.54,19.93,"Moderate Loss",Massive,2021-2024,"Highly Effective"
France,2020,Malware,Government,10.62,405267,Nation-state,"Unpatched Software","AI-based Detection",5,Fast,Low,7.53,6.87,"Minor Loss",Medium,2018-2020,"Highly Effective"
China,2022,DDoS,Government,80.76,346279,Unknown,Zero-day,Encryption,59,Slow,Critical,53.22,45.49,"Extreme Loss",Medium,2021-2024,"Needs Improvement"
Brazil,2016,DDoS,Telecommunications,10.45,889928,Nation-state,Zero-day,Encryption,63,Slow,Low,20.49,20.34,"Minor Loss",Massive,2015-2017,"Needs Improvement"
France,2018,"SQL Injection",Healthcare,0.95,376206,Unknown,"Unpatched Software",Antivirus,44,Slow,Low,10.40,10.68,"Minor Loss",Medium,2018-2020,"Moderately Effective"
India,2018,Ransomware,IT,27.14,227433,Unknown,"Unpatched Software",Antivirus,13,Moderate,Medium,16.85,14.37,"Moderate Loss",Medium,2018-2020,"Highly Effective"
Germany,2023,Ransomware,Healthcare,54.79,393779,Nation-state,"Weak Passwords",Encryption,39,Slow,High,36.38,31.29,"Major Loss",Medium,2021-2024,"Moderately Effective"
Russia,2022,Ransomware,IT,41.08,529025,Insider,"Unpatched Software","AI-based Detection",42,Slow,Medium,30.53,26.95,"Moderate Loss",High,2021-2024,"Moderately Effective"
Brazil,2024,Man-in-the-Middle,Education,8.94,451311,Unknown,"Weak Passwords",Encryption,14,Moderate,Low,8.62,8.18,"Minor Loss",Medium,2021-2024,"Highly Effective"
India,2017,Ransomware,Education,98.11,677198,Unknown,"Social Engineering",VPN,28,Moderate,Critical,56.69,47.55,"Extreme Loss",High,2015-2017,"Moderately Effective"
Russia,2024,Man-in-the-Middle,Healthcare,9.40,480988,Nation-state,"Unpatched Software",Encryption,59,Slow,Low,17.94,17.48,"Minor Loss",Medium,2021-2024,"Needs Improvement"
Australia,2015,Ransomware,Telecommunications,46.39,605536,Nation-state,"Unpatched Software",VPN,61,Slow,Medium,37.21,33.18,"Moderate Loss",High,2015-2017,"Needs Improvement"
Brazil,2018,Ransomware,Banking,30.61,910960,Nation-state,"Social Engineering",Antivirus,31,Moderate,Medium,24.24,22.09,"Moderate Loss",Massive,2018-2020,"Moderately Effective"
China,2018,Ransomware,Banking,43.98,386308,Nation-state,"Weak Passwords",Antivirus,3,Fast,Medium,23.75,19.74,"Moderate Loss",Medium,2018-2020,"Highly Effective"
Australia,2017,Man-in-the-Middle,Banking,54.38,100855,Unknown,"Social Engineering",VPN,2,Fast,High,27.89,22.56,"Major Loss",Low,2015-2017,"Highly Effective"
China,2023,Malware,Education,23.74,317922,Insider,"Social Engineering",Antivirus,18,Moderate,Low,16.42,14.37,"Minor Loss",Medium,2021-2024,"Highly Effective"
USA,2018,DDoS,IT,82.13,220618,Unknown,"Weak Passwords",Firewall,59,Slow,Critical,53.53,45.53,"Extreme Loss",Medium,2018-2020,"Needs Improvement"
India,2015,Ransomware,Telecommunications,24.70,825941,"Hacker Group","Unpatched Software",VPN,54,Slow,Low,25.63,23.98,"Minor Loss",Massive,2015-2017,"Needs Improvement"
China,2022,Malware,Education,60.90,331234,Unknown,"Social Engineering",Antivirus,3,Fast,High,32.04,26.28,"Major Loss",Medium,2021-2024,"Highly Effective"
China,2020,Man-in-the-Middle,Telecommunications,14.61,855055,"Hacker Group","Unpatched Software",Antivirus,59,Slow,Low,21.67,21.06,"Minor Loss",Massive,2018-2020,"Needs Improvement"
Japan,2022,DDoS,Telecommunications,34.31,305329,Unknown,"Unpatched Software",Firewall,40,Slow,Medium,26.07,22.95,"Moderate Loss",Medium,2021-2024,"Moderately Effective"
Japan,2020,Phishing,Government,32.39,442923,Nation-state,"Social Engineering",Encryption,57,Slow,Medium,28.92,26.13,"Moderate Loss",Medium,2018-2020,"Needs Improvement"
UK,2015,Ransomware,Banking,79.30,893277,Unknown,"Social Engineering",Firewall,15,Moderate,Critical,45.33,38.29,"Major Loss",Massive,2015-2017,"Highly Effective"
China,2020,Malware,Healthcare,30.86,240532,Insider,"Weak Passwords",Encryption,64,Slow,Medium,28.95,26.11,"Moderate Loss",Medium,2018-2020,"Needs Improvement"
USA,2016,DDoS,Healthcare,93.14,947960,Nation-state,"Weak Passwords",Firewall,55,Slow,Critical,60.41,52.05,"Extreme Loss",Massive,2015-2017,"Needs Improvement"
Brazil,2018,Malware,Healthcare,52.87,437283,Insider,Zero-day,Antivirus,30,Moderate,High,33.75,28.90,"Major Loss",Medium,2018-2020,"Moderately Effective"
China,2019,Malware,Healthcare,29.61,761390,Insider,"Weak Passwords",Antivirus,7,Fast,Medium,18.49,16.29,"Moderate Loss",High,2018-2020,"Highly Effective"
France,2019,Phishing,Retail,25.75,998507,Insider,"Weak Passwords","AI-based Detection",15,Moderate,Medium,18.87,17.29,"Moderate Loss",Massive,2018-2020,"Highly Effective"
India,2017,DDoS,Retail,82.17,593329,"Hacker Group","Unpatched Software","AI-based Detection",62,Slow,Critical,55.26,47.64,"Extreme Loss",High,2015-2017,"Needs Improvement"
UK,2019,Phishing,Banking,60.07,197590,Insider,Zero-day,Encryption,62,Slow,High,43.03,37.22,"Major Loss",Low,2018-2020,"Needs Improvement"
Japan,2017,Ransomware,Banking,50.75,53111,"Hacker Group","Social Engineering",Antivirus,15,Moderate,High,28.53,23.51,"Major Loss",Low,2015-2017,"Highly Effective"
Australia,2017,Phishing,Retail,14.88,69641,"Hacker Group","Unpatched Software",Firewall,54,Slow,Low,18.45,17.03,"Minor Loss",Low,2015-2017,"Needs Improvement"
Germany,2022,DDoS,IT,73.98,953770,Insider,"Weak Passwords",Firewall,54,Slow,High,50.65,44.21,"Major Loss",Massive,2021-2024,"Needs Improvement"
Japan,2023,"SQL Injection",Retail,42.33,643549,Nation-state,"Weak Passwords",VPN,20,Moderate,Medium,27.10,23.51,"Moderate Loss",High,2021-2024,"Highly Effective"
Brazil,2022,Man-in-the-Middle,Education,77.98,899279,Insider,Zero-day,Firewall,39,Slow,Critical,49.49,42.59,"Major Loss",Massive,2021-2024,"Moderately Effective"
India,2016,Ransomware,Education,8.55,857887,Unknown,"Social Engineering",Firewall,44,Slow,Low,15.65,15.65,"Minor Loss",Massive,2015-2017,"Moderately Effective"
Russia,2016,Phishing,Government,30.57,503775,Unknown,Zero-day,VPN,71,Slow,Medium,31.00,28.44,"Moderate Loss",High,2015-2017,"Needs Improvement"
Japan,2015,"SQL Injection",IT,36.98,452892,Unknown,"Weak Passwords",VPN,17,Moderate,Medium,23.25,20.00,"Moderate Loss",Medium,2015-2017,"Highly Effective"
Russia,2018,Ransomware,Healthcare,24.06,327566,Unknown,"Unpatched Software","AI-based Detection",6,Fast,Low,14.21,12.13,"Minor Loss",Medium,2018-2020,"Highly Effective"
Australia,2018,Ransomware,Education,50.66,851204,Insider,Zero-day,Firewall,3,Fast,High,28.48,24.27,"Major Loss",Massive,2018-2020,"Highly Effective"
